category,fx_pgdp,pension_debt_pgdp,pension_equity_pgdp,cash_fixed_pgdp,other_assets_pgdp,net_pgdp,gross_pgdp
Net debt,,,,,,134.31,
Gross debt,,,,,,,204.35
Financial assets,31.19,25.26,28.60,13.59,43.40,,
