YM,Type,Policy_Rate,US_TP10,US_TP10_base,US_TP10_up,US_TP10_down,US_TP10_bp,US_TP10_base_bp,US_TP10_up_bp,US_TP10_down_bp,Yield_2Y,RN_2Y,TP_2Y,Yield_5Y,RN_5Y,TP_5Y,Yield_10Y,RN_10Y,TP_10Y,Yield_20Y,RN_20Y,TP_20Y,Yield_30Y,RN_30Y,TP_30Y,Yield_40Y,RN_40Y,TP_40Y,Fan_hi_10Y,Fan_lo_10Y,Fan_hi_TP_10Y,Fan_lo_TP_10Y,Fan_hi_20Y,Fan_lo_20Y,Fan_hi_TP_20Y,Fan_lo_TP_20Y,Fan_hi_30Y,Fan_lo_30Y,Fan_hi_TP_30Y,Fan_lo_TP_30Y,Fan_hi_40Y,Fan_lo_40Y,Fan_hi_TP_40Y,Fan_lo_TP_40Y
2019-03,actual,-0.0600,-0.7083,,,,-70.8,,,,-0.1844,-0.0642,-0.1203,-0.2040,-0.0195,-0.1845,-0.0752,0.0884,-0.1636,0.3886,0.2799,0.1088,0.5194,0.3947,0.1247,0.5954,0.5094,0.0859,,,,,,,,,,,,,,,,
2019-04,actual,-0.0730,-0.5570,,,,-55.7,,,,-0.1541,-0.0641,-0.0900,-0.1618,-0.0090,-0.1529,-0.0411,0.1048,-0.1459,0.4214,0.2937,0.1277,0.5601,0.4036,0.1566,0.6374,0.5154,0.1221,,,,,,,,,,,,,,,,
2019-05,actual,-0.0590,-0.8144,,,,-81.4,,,,-0.1761,-0.0734,-0.1027,-0.1932,-0.0319,-0.1613,-0.0888,0.0783,-0.1672,0.3316,0.2762,0.0554,0.4638,0.3961,0.0677,0.5174,0.5126,0.0048,,,,,,,,,,,,,,,,
2019-06,actual,-0.0760,-0.8105,,,,-81.1,,,,-0.2127,-0.1329,-0.0798,-0.2444,-0.0933,-0.1511,-0.1494,0.0256,-0.1750,0.2707,0.2347,0.0360,0.3715,0.3631,0.0084,0.4253,0.4853,-0.0600,,,,,,,,,,,,,,,,
2019-07,actual,-0.0710,-0.9193,,,,-91.9,,,,-0.1958,-0.1265,-0.0694,-0.2288,-0.0894,-0.1394,-0.1565,0.0310,-0.1875,0.2374,0.2458,-0.0084,0.3608,0.3790,-0.0183,0.4111,0.5016,-0.0906,,,,,,,,,,,,,,,,
2019-08,actual,-0.0610,-1.2779,,,,-127.8,,,,-0.2948,-0.1648,-0.1300,-0.3380,-0.1526,-0.1853,-0.2767,-0.0430,-0.2336,0.0771,0.1841,-0.1071,0.1524,0.3336,-0.1812,0.1732,0.4670,-0.2937,,,,,,,,,,,,,,,,
2019-09,actual,-0.0640,-1.1454,,,,-114.5,,,,-0.3170,-0.1618,-0.1552,-0.3417,-0.1127,-0.2289,-0.2042,0.0172,-0.2214,0.2410,0.2366,0.0044,0.3700,0.3700,0.0001,0.4440,0.4932,-0.0493,,,,,,,,,,,,,,,,
2019-10,actual,-0.0300,-1.0380,,,,-103.8,,,,-0.2334,-0.1274,-0.1060,-0.2562,-0.0891,-0.1671,-0.1365,0.0343,-0.1708,0.2629,0.2514,0.0114,0.3926,0.3850,0.0076,0.4387,0.5071,-0.0684,,,,,,,,,,,,,,,,
2019-11,actual,-0.0340,-0.9962,,,,-99.6,,,,-0.1804,-0.0816,-0.0988,-0.1838,-0.0400,-0.1438,-0.0715,0.0735,-0.1450,0.2853,0.2746,0.0107,0.4099,0.3956,0.0143,0.4616,0.5124,-0.0508,,,,,,,,,,,,,,,,
2019-12,actual,-0.0680,-0.7748,,,,-77.5,,,,-0.1336,-0.0484,-0.0851,-0.1217,-0.0012,-0.1205,-0.0095,0.1037,-0.1133,0.3118,0.2870,0.0249,0.4137,0.3936,0.0202,0.4445,0.5054,-0.0609,,,,,,,,,,,,,,,,
2020-01,actual,-0.0390,-1.1077,,,,-110.8,,,,-0.1585,-0.0746,-0.0839,-0.1657,-0.0530,-0.1127,-0.0578,0.0503,-0.1081,0.2595,0.2569,0.0026,0.3707,0.3874,-0.0166,0.4015,0.5090,-0.1075,,,,,,,,,,,,,,,,
2020-02,actual,-0.0250,-1.2708,,,,-127.1,,,,-0.2580,-0.1252,-0.1328,-0.2637,-0.1096,-0.1541,-0.1477,0.0007,-0.1484,0.1849,0.2243,-0.0395,0.2887,0.3689,-0.0801,0.3185,0.4973,-0.1788,,,,,,,,,,,,,,,,
2020-03,actual,-0.0700,-1.1846,,,,-118.5,,,,-0.1405,-0.0663,-0.0742,-0.1167,-0.0383,-0.0784,0.0403,0.0602,-0.0199,0.3462,0.2546,0.0916,0.4339,0.3746,0.0593,0.4426,0.4935,-0.0509,,,,,,,,,,,,,,,,
2020-04,actual,-0.0600,-1.2780,,,,-127.8,,,,-0.1893,-0.0954,-0.0939,-0.1644,-0.0705,-0.0939,-0.0228,0.0358,-0.0585,0.3368,0.2442,0.0927,0.4356,0.3755,0.0601,0.4472,0.4984,-0.0512,,,,,,,,,,,,,,,,
2020-05,actual,-0.0730,-1.2342,,,,-123.4,,,,-0.1602,-0.0755,-0.0847,-0.1183,-0.0439,-0.0743,0.0194,0.0629,-0.0435,0.3885,0.2669,0.1216,0.5058,0.3935,0.1123,0.5399,0.5129,0.0269,,,,,,,,,,,,,,,,
2020-06,actual,-0.0680,-1.2116,,,,-121.2,,,,-0.1421,-0.0546,-0.0875,-0.0956,-0.0161,-0.0795,0.0508,0.0926,-0.0418,0.4493,0.2932,0.1561,0.5944,0.4154,0.1790,0.6321,0.5313,0.1008,,,,,,,,,,,,,,,,
2020-07,actual,-0.0210,-1.3553,,,,-135.5,,,,-0.1504,-0.0542,-0.0962,-0.1204,-0.0354,-0.0850,0.0289,0.0646,-0.0356,0.4076,0.2705,0.1371,0.5342,0.4015,0.1327,0.5527,0.5222,0.0305,,,,,,,,,,,,,,,,
2020-08,actual,-0.0570,-1.0946,,,,-109.5,,,,-0.1226,-0.0363,-0.0863,-0.0732,0.0051,-0.0783,0.0694,0.1130,-0.0436,0.4583,0.3080,0.1503,0.6039,0.4249,0.1790,0.6304,0.5379,0.0926,,,,,,,,,,,,,,,,
2020-09,actual,-0.0610,-1.1609,,,,-116.1,,,,-0.1457,-0.0486,-0.0971,-0.1121,-0.0177,-0.0945,0.0386,0.0875,-0.0489,0.4405,0.2912,0.1494,0.5925,0.4179,0.1747,0.6318,0.5353,0.0965,,,,,,,,,,,,,,,,
2020-10,actual,-0.0290,-0.9002,,,,-90.0,,,,-0.1371,-0.0374,-0.0997,-0.1015,0.0066,-0.1082,0.0568,0.1206,-0.0637,0.4513,0.3222,0.1291,0.6314,0.4429,0.1885,0.6717,0.5555,0.1162,,,,,,,,,,,,,,,,
2020-11,actual,-0.0320,-0.9526,,,,-95.3,,,,-0.1370,-0.0308,-0.1062,-0.1012,0.0107,-0.1119,0.0398,0.1240,-0.0842,0.4377,0.3287,0.1090,0.6318,0.4526,0.1792,0.6909,0.5656,0.1253,,,,,,,,,,,,,,,,
2020-12,actual,-0.0330,-0.7978,,,,-79.8,,,,-0.1327,-0.0272,-0.1054,-0.1062,0.0151,-0.1213,0.0384,0.1286,-0.0903,0.4412,0.3330,0.1083,0.6429,0.4564,0.1865,0.6855,0.5689,0.1166,,,,,,,,,,,,,,,,
2021-01,actual,-0.0120,-0.5183,,,,-51.8,,,,-0.1300,-0.0406,-0.0894,-0.1107,0.0035,-0.1142,0.0657,0.1158,-0.0502,0.5009,0.3120,0.1888,0.6640,0.4287,0.2353,0.6973,0.5410,0.1563,,,,,,,,,,,,,,,,
2021-02,actual,-0.0220,-0.1001,,,,-10.0,,,,-0.1125,-0.0216,-0.0908,-0.0396,0.0548,-0.0945,0.1804,0.1768,0.0036,0.6002,0.3526,0.2477,0.7570,0.4443,0.3128,0.7856,0.5453,0.2403,,,,,,,,,,,,,,,,
2021-03,actual,-0.0440,0.3025,,,,30.2,,,,-0.1342,-0.0161,-0.1181,-0.0812,0.0481,-0.1293,0.1128,0.1604,-0.0476,0.5266,0.3373,0.1894,0.6743,0.4341,0.2402,0.7003,0.5384,0.1619,,,,,,,,,,,,,,,,
2021-04,actual,-0.0170,0.1704,,,,17.0,,,,-0.1298,-0.0195,-0.1103,-0.0891,0.0391,-0.1282,0.1044,0.1530,-0.0486,0.4971,0.3373,0.1597,0.6588,0.4406,0.2182,0.6915,0.5468,0.1447,,,,,,,,,,,,,,,,
2021-05,actual,-0.0340,0.1417,,,,14.2,,,,-0.1314,-0.0223,-0.1091,-0.0906,0.0389,-0.1294,0.0942,0.1579,-0.0637,0.4898,0.3480,0.1419,0.6744,0.4549,0.2195,0.7347,0.5610,0.1737,,,,,,,,,,,,,,,,
2021-06,actual,-0.0500,-0.2609,,,,-26.1,,,,-0.1170,-0.0139,-0.1032,-0.0940,0.0322,-0.1262,0.0746,0.1433,-0.0688,0.4921,0.3409,0.1513,0.6971,0.4587,0.2384,0.7892,0.5689,0.2203,,,,,,,,,,,,,,,,
2021-07,actual,-0.0440,-0.4805,,,,-48.1,,,,-0.1294,-0.0282,-0.1012,-0.1197,0.0106,-0.1303,0.0294,0.1223,-0.0929,0.4268,0.3286,0.0982,0.6351,0.4547,0.1803,0.7490,0.5685,0.1805,,,,,,,,,,,,,,,,
2021-08,actual,-0.0360,-0.4760,,,,-47.6,,,,-0.1298,-0.0230,-0.1068,-0.1107,0.0163,-0.1270,0.0366,0.1270,-0.0904,0.4443,0.3308,0.1135,0.6468,0.4549,0.1918,0.7588,0.5680,0.1908,,,,,,,,,,,,,,,,
2021-09,actual,-0.0490,-0.3011,,,,-30.1,,,,-0.1189,-0.0028,-0.1162,-0.0819,0.0475,-0.1294,0.0876,0.1560,-0.0684,0.4858,0.3452,0.1405,0.6737,0.4555,0.2182,0.7731,0.5633,0.2098,,,,,,,,,,,,,,,,
2021-10,actual,-0.0270,-0.4685,,,,-46.9,,,,-0.1073,0.0001,-0.1074,-0.0731,0.0564,-0.1295,0.1103,0.1657,-0.0554,0.5063,0.3479,0.1584,0.6838,0.4508,0.2330,0.7264,0.5562,0.1702,,,,,,,,,,,,,,,,
2021-11,actual,-0.0480,-0.7095,,,,-71.0,,,,-0.1272,-0.0184,-0.1089,-0.0972,0.0322,-0.1294,0.0767,0.1435,-0.0668,0.4905,0.3368,0.1537,0.6820,0.4502,0.2318,0.7419,0.5595,0.1824,,,,,,,,,,,,,,,,
2021-12,actual,-0.0180,-0.6664,,,,-66.6,,,,-0.0954,-0.0134,-0.0820,-0.0691,0.0443,-0.1134,0.0982,0.1587,-0.0605,0.5212,0.3447,0.1766,0.7024,0.4500,0.2524,0.7629,0.5560,0.2069,,,,,,,,,,,,,,,,
2022-01,actual,-0.0210,-0.6454,,,,-64.5,,,,-0.0563,0.0082,-0.0644,-0.0130,0.0907,-0.1037,0.1899,0.2119,-0.0220,0.6038,0.3802,0.2236,0.7886,0.4650,0.3236,0.8268,0.5615,0.2652,,,,,,,,,,,,,,,,
2022-02,actual,-0.0120,-0.7798,,,,-78.0,,,,-0.0370,0.0250,-0.0620,0.0132,0.1179,-0.1047,0.1997,0.2417,-0.0420,0.6942,0.4023,0.2919,0.8911,0.4791,0.4120,0.9230,0.5711,0.3519,,,,,,,,,,,,,,,,
2022-03,actual,-0.0200,-0.8460,,,,-84.6,,,,-0.0389,0.0304,-0.0694,0.0378,0.1350,-0.0972,0.2318,0.2658,-0.0340,0.7435,0.4276,0.3159,0.9319,0.5034,0.4285,0.9610,0.5962,0.3647,,,,,,,,,,,,,,,,
2022-04,actual,-0.0210,-0.3810,,,,-38.1,,,,-0.0606,0.0276,-0.0882,0.0095,0.1670,-0.1575,0.2547,0.3163,-0.0616,0.7867,0.4772,0.3094,0.9797,0.5458,0.4339,1.0313,0.6386,0.3928,,,,,,,,,,,,,,,,
2022-05,actual,-0.0260,-0.3734,,,,-37.3,,,,-0.0696,0.0307,-0.1003,0.0159,0.1710,-0.1551,0.2664,0.3245,-0.0581,0.8173,0.4928,0.3245,1.0414,0.5666,0.4748,1.1367,0.6595,0.4772,,,,,,,,,,,,,,,,
2022-06,actual,-0.0400,-0.3342,,,,-33.4,,,,-0.0686,0.0694,-0.1381,0.0369,0.2346,-0.1977,0.3178,0.3973,-0.0795,0.9558,0.5626,0.3932,1.2381,0.6301,0.6080,1.3405,0.7182,0.6223,,,,,,,,,,,,,,,,
2022-07,actual,-0.0100,-0.8632,,,,-86.3,,,,-0.0936,0.0550,-0.1486,-0.0221,0.1874,-0.2095,0.2085,0.3422,-0.1337,0.9102,0.5255,0.3847,1.2182,0.6143,0.6039,1.3496,0.7086,0.6409,,,,,,,,,,,,,,,,
2022-08,actual,-0.0410,-0.7450,,,,-74.5,,,,-0.0887,0.0785,-0.1672,0.0203,0.2286,-0.2083,0.2513,0.3859,-0.1346,0.9208,0.5616,0.3592,1.2191,0.6416,0.5775,1.3212,0.7338,0.5874,,,,,,,,,,,,,,,,
2022-09,actual,-0.0730,-0.5028,,,,-50.3,,,,-0.0455,0.1125,-0.1580,0.0892,0.2954,-0.2062,0.3243,0.4664,-0.1421,1.0797,0.6385,0.4413,1.4062,0.7111,0.6950,1.5457,0.8009,0.7448,,,,,,,,,,,,,,,,
2022-10,actual,-0.0620,-0.1936,,,,-19.4,,,,-0.0406,0.0992,-0.1398,0.0850,0.2883,-0.2034,0.3159,0.4680,-0.1521,1.1303,0.6465,0.4839,1.4462,0.7237,0.7225,1.5754,0.8171,0.7583,,,,,,,,,,,,,,,,
2022-11,actual,-0.0790,-0.7391,,,,-73.9,,,,-0.0270,0.1219,-0.1489,0.1148,0.3343,-0.2195,0.3648,0.5205,-0.1557,1.2046,0.6908,0.5138,1.5321,0.7577,0.7744,1.6853,0.8476,0.8377,,,,,,,,,,,,,,,,
2022-12,actual,-0.0220,-0.5696,,,,-57.0,,,,0.0388,0.1669,-0.1281,0.2621,0.3972,-0.1351,0.5450,0.5814,-0.0364,1.3545,0.7324,0.6221,1.6034,0.7817,0.8217,1.7576,0.8699,0.8877,,,,,,,,,,,,,,,,
2023-01,actual,-0.0140,-0.7896,,,,-79.0,,,,-0.0156,0.1252,-0.1408,0.1940,0.3732,-0.1792,0.6579,0.5697,0.0882,1.4542,0.7253,0.7289,1.6181,0.7765,0.8416,1.7333,0.8761,0.8572,,,,,,,,,,,,,,,,
2023-02,actual,-0.0110,-0.4841,,,,-48.4,,,,-0.0398,0.1351,-0.1749,0.2216,0.3857,-0.1641,0.6031,0.5863,0.0168,1.2627,0.7471,0.5156,1.4266,0.8000,0.6265,1.4648,0.8982,0.5666,,,,,,,,,,,,,,,,
2023-03,actual,-0.0300,-0.7203,,,,-72.0,,,,-0.0838,0.1092,-0.1931,0.0978,0.3276,-0.2298,0.4415,0.5181,-0.0766,1.1034,0.6944,0.4090,1.3226,0.7656,0.5570,1.3978,0.8671,0.5307,,,,,,,,,,,,,,,,
2023-04,actual,-0.0730,-0.7316,,,,-73.2,,,,-0.0556,0.0832,-0.1388,0.0929,0.2745,-0.1816,0.4239,0.4589,-0.0350,1.0580,0.6513,0.4067,1.2983,0.7408,0.5575,1.3826,0.8481,0.5344,,,,,,,,,,,,,,,,
2023-05,actual,-0.0710,-0.6794,,,,-67.9,,,,-0.0687,0.0627,-0.1314,0.0826,0.2786,-0.1960,0.4667,0.4832,-0.0165,1.0871,0.6867,0.4004,1.3309,0.7800,0.5509,1.4894,0.8918,0.5977,,,,,,,,,,,,,,,,
2023-06,actual,-0.0770,-0.7574,,,,-75.7,,,,-0.0806,0.0541,-0.1348,0.0706,0.2602,-0.1896,0.4404,0.4597,-0.0192,1.0717,0.6636,0.4081,1.3233,0.7588,0.5646,1.4852,0.8697,0.6155,,,,,,,,,,,,,,,,
2023-07,actual,-0.0610,-0.6232,,,,-62.3,,,,-0.0083,0.0485,-0.0568,0.1862,0.3016,-0.1155,0.6332,0.5320,0.1012,1.2866,0.7356,0.5509,1.5139,0.8206,0.6933,1.6790,0.9315,0.7476,,,,,,,,,,,,,,,,
2023-08,actual,-0.0560,-0.5088,,,,-50.9,,,,0.0140,0.0791,-0.0651,0.2190,0.3548,-0.1358,0.6808,0.5931,0.0878,1.4293,0.7926,0.6368,1.6595,0.8721,0.7873,1.8212,0.9832,0.8381,,,,,,,,,,,,,,,,
2023-09,actual,-0.0620,0.1520,,,,15.2,,,,0.0271,0.1170,-0.0899,0.3189,0.4173,-0.0984,0.8063,0.6586,0.1478,1.5168,0.8457,0.6711,1.7012,0.9120,0.7892,1.8431,1.0216,0.8216,,,,,,,,,,,,,,,,
2023-10,actual,-0.0200,0.4058,,,,40.6,,,,0.1240,0.1682,-0.0442,0.4555,0.4984,-0.0429,0.9911,0.7458,0.2453,1.7723,0.9116,0.8607,1.9213,0.9564,0.9649,2.0066,1.0605,0.9461,,,,,,,,,,,,,,,,
2023-11,actual,-0.0220,0.0570,,,,5.7,,,,0.0276,0.1493,-0.1218,0.2581,0.4560,-0.1978,0.7160,0.7011,0.0149,1.5186,0.8899,0.6287,1.7414,0.9578,0.7836,1.8850,1.0673,0.8177,,,,,,,,,,,,,,,,
2023-12,actual,-0.0390,-0.3345,,,,-33.5,,,,0.0285,0.1399,-0.1114,0.2260,0.4072,-0.1813,0.6733,0.6326,0.0407,1.4842,0.8283,0.6559,1.7255,0.9101,0.8155,1.8626,1.0227,0.8399,,,,,,,,,,,,,,,,
2024-01,actual,-0.0110,-0.2037,,,,-20.4,,,,0.0572,0.1807,-0.1235,0.2932,0.4568,-0.1637,0.7606,0.6850,0.0756,1.5950,0.8801,0.7150,1.8570,0.9602,0.8968,1.9938,1.0713,0.9224,,,,,,,,,,,,,,,,
2024-02,actual,-0.0050,-0.1570,,,,-15.7,,,,0.1785,0.2175,-0.0390,0.3696,0.4661,-0.0965,0.7411,0.6756,0.0654,1.5271,0.8642,0.6629,1.7864,0.9455,0.8409,1.9261,1.0553,0.8708,,,,,,,,,,,,,,,,
2024-03,actual,0.0740,-0.2629,,,,-26.3,,,,0.1639,0.2375,-0.0737,0.3451,0.4652,-0.1201,0.7636,0.6672,0.0963,1.5605,0.8654,0.6951,1.8416,0.9588,0.8828,2.0066,1.0723,0.9344,,,,,,,,,,,,,,,,
2024-04,actual,0.0760,-0.0345,,,,-3.5,,,,0.2668,0.2918,-0.0250,0.4704,0.5461,-0.0757,0.8997,0.7529,0.1468,1.7230,0.9346,0.7884,1.9863,1.0115,0.9748,2.1378,1.1208,1.0169,,,,,,,,,,,,,,,,
2024-05,actual,0.0770,0.0063,,,,0.6,,,,0.3865,0.3800,0.0064,0.6438,0.6486,-0.0048,1.0934,0.8547,0.2388,1.9292,1.0266,0.9026,2.2442,1.0938,1.1503,2.5880,1.1959,1.3921,,,,,,,,,,,,,,,,
2024-06,actual,0.0760,-0.1228,,,,-12.3,,,,0.3228,0.3503,-0.0275,0.5951,0.6211,-0.0260,1.0823,0.8338,0.2485,1.9298,1.0136,0.9162,2.2420,1.0857,1.1563,2.5941,1.1902,1.4040,,,,,,,,,,,,,,,,
2024-07,actual,0.0790,-0.1129,,,,-11.3,,,,0.4298,0.4600,-0.0303,0.6637,0.6842,-0.0204,1.0889,0.8439,0.2450,1.9331,1.0103,0.9228,2.2836,1.0858,1.1978,2.6498,1.1861,1.4638,,,,,,,,,,,,,,,,
2024-08,actual,0.2270,-0.1260,,,,-12.6,,,,0.3610,0.4036,-0.0427,0.5008,0.6179,-0.1171,0.9373,0.7949,0.1424,1.8285,0.9883,0.8403,2.2148,1.0843,1.1305,2.6123,1.1917,1.4206,,,,,,,,,,,,,,,,
2024-09,actual,0.2250,-0.1107,,,,-11.1,,,,0.3677,0.4254,-0.0576,0.5047,0.6269,-0.1223,0.9096,0.7945,0.1151,1.7937,0.9858,0.8079,2.2030,1.0826,1.1204,2.6261,1.1873,1.4389,,,,,,,,,,,,,,,,
2024-10,actual,0.2270,0.1637,,,,16.4,,,,0.4344,0.5048,-0.0703,0.5892,0.7080,-0.1188,0.9612,0.8659,0.0953,1.8778,1.0475,0.8303,2.3071,1.1390,1.1681,2.8046,1.2406,1.5640,,,,,,,,,,,,,,,,
2024-11,actual,0.2270,0.0839,,,,8.4,,,,0.5912,0.6144,-0.0231,0.7308,0.8006,-0.0699,1.0728,0.9291,0.1437,1.9394,1.0833,0.8561,2.3575,1.1595,1.1980,2.8713,1.2545,1.6169,,,,,,,,,,,,,,,,
2024-12,actual,0.2270,0.4807,,,,48.1,,,,0.5750,0.5778,-0.0028,0.7521,0.7757,-0.0236,1.1218,0.9168,0.2049,1.9735,1.0842,0.8894,2.3485,1.1697,1.1788,2.8360,1.2739,1.5621,,,,,,,,,,,,,,,,
2025-01,actual,0.4770,0.4902,,,,49.0,,,,0.7111,0.6913,0.0198,0.9260,0.9148,0.0112,1.2623,1.0027,0.2596,2.0336,1.1522,0.8814,2.3871,1.2194,1.1677,2.8304,1.3119,1.5185,,,,,,,,,,,,,,,,
2025-02,actual,0.4770,0.2614,,,,26.1,,,,0.7866,0.7255,0.0611,1.0224,0.9601,0.0623,1.3946,1.0506,0.3440,2.1026,1.1975,0.9050,2.4333,1.2620,1.1713,2.8426,1.3568,1.4858,,,,,,,,,,,,,,,,
2025-03,actual,0.4760,0.3711,,,,37.1,,,,0.8257,0.7559,0.0698,1.1187,1.0007,0.1179,1.5112,1.0916,0.4197,2.2794,1.2296,1.0498,2.5831,1.2862,1.2969,2.8662,1.3793,1.4870,,,,,,,,,,,,,,,,
2025-04,actual,0.4760,0.5940,,,,59.4,,,,0.6662,0.6830,-0.0168,0.8896,0.9542,-0.0646,1.3518,1.0868,0.2649,2.3286,1.2607,1.0679,2.8075,1.3358,1.4717,3.2093,1.4265,1.7828,,,,,,,,,,,,,,,,
2025-05,actual,0.4760,0.7401,,,,74.0,,,,0.7459,0.7208,0.0250,1.0356,0.9885,0.0472,1.5359,1.1223,0.4135,2.5137,1.3057,1.2080,3.0586,1.3884,1.6702,3.6566,1.4775,2.1792,,,,,,,,,,,,,,,,
2025-06,actual,0.4770,0.6246,,,,62.5,,,,0.7171,0.7228,-0.0058,1.0004,0.9888,0.0116,1.4783,1.1230,0.3553,2.4568,1.3116,1.1452,3.0217,1.3990,1.6227,3.6706,1.4890,2.1816,,,,,,,,,,,,,,,,
2025-07,actual,0.4780,0.6339,,,,63.4,,,,0.8059,0.7983,0.0076,1.1038,1.0938,0.0100,1.5823,1.2378,0.3446,2.6471,1.4150,1.2320,3.2842,1.4881,1.7961,3.9249,1.5678,2.3572,,,,,,,,,,,,,,,,
2025-08,actual,0.4770,0.7762,,,,77.6,,,,0.8637,0.8505,0.0132,1.1775,1.1603,0.0172,1.6297,1.3075,0.3222,2.6978,1.4761,1.2217,3.3839,1.5385,1.8454,3.9492,1.6096,2.3395,,,,,,,,,,,,,,,,
2025-09,actual,0.4770,0.6146,,,,61.5,,,,0.9309,0.9138,0.0171,1.2616,1.2195,0.0421,1.6780,1.3508,0.3272,2.6886,1.5013,1.1873,3.3212,1.5528,1.7684,3.8499,1.6226,2.2274,,,,,,,,,,,,,,,,
2025-10,actual,0.4770,0.5667,,,,56.7,,,,0.8957,0.8912,0.0045,1.2279,1.2104,0.0175,1.6897,1.3577,0.3320,2.6981,1.5246,1.1735,3.3676,1.5860,1.7816,3.8198,1.6597,2.1601,,,,,,,,,,,,,,,,
2025-11,actual,0.4770,0.5864,,,,58.6,,,,0.9447,0.9305,0.0142,1.3177,1.2889,0.0288,1.8378,1.4569,0.3810,2.9204,1.6129,1.3075,3.6261,1.6558,1.9703,4.1444,1.7189,2.4255,,,,,,,,,,,,,,,,
2025-12,actual,0.7270,0.7547,,,,75.5,,,,1.1272,1.0704,0.0568,1.5698,1.4814,0.0884,2.0840,1.5590,0.5250,3.0306,1.6982,1.3324,3.6431,1.7255,1.9176,3.8852,1.7869,2.0983,,,,,,,,,,,,,,,,
2026-01,actual,0.7270,0.7684,,,,76.8,,,,1.2139,1.1591,0.0547,1.6757,1.5990,0.0767,2.2650,1.6726,0.5924,3.2830,1.7845,1.4985,3.8953,1.7878,2.1075,4.1018,1.8418,2.2600,,,,,,,,,,,,,,,,
2026-02,actual,0.7270,0.5997,,,,60.0,,,,1.2111,1.1575,0.0536,1.5964,1.5529,0.0436,2.1482,1.5968,0.5513,3.0663,1.7045,1.3618,3.6122,1.7154,1.8968,3.8016,1.7761,2.0254,,,,,,,,,,,,,,,,
2026-03,actual,0.7270,0.6562,,,,65.6,,,,1.3431,1.2400,0.1032,1.8063,1.6795,0.1268,2.3804,1.7374,0.6430,3.3820,1.8269,1.5551,3.9240,1.8165,2.1074,4.0590,1.8702,2.1888,,,,,,,,,,,,,,,,
2026-04,actual,0.7270,0.7210,,,,72.1,,,,1.3708,1.2331,0.1377,1.9095,1.7213,0.1882,2.5378,1.8055,0.7324,3.4970,1.8873,1.6097,4.0100,1.8592,2.1507,4.0559,1.9085,2.1474,,,,,,,,,,,,,,,,
2026-05,actual,0.7270,0.6669,,,,66.7,,,,1.3610,1.2596,0.1015,1.9181,1.7984,0.1197,2.6688,1.9136,0.7553,3.6463,1.9960,1.6503,4.1859,1.9573,2.2286,4.0471,2.0033,2.0438,,,,,,,,,,,,,,,,
2026-06,actual,0.9760,0.5130,,,,51.3,,,,1.3696,1.3134,0.0562,1.9344,1.8435,0.0910,2.7042,1.9502,0.7539,3.7201,2.0192,1.7008,4.1998,1.9710,2.2287,4.0115,2.0159,1.9955,,,,,,,,,,,,,,,,
2026-07,actual,0.9790,0.7732,,,,77.3,,,,1.4953,1.4280,0.0674,2.0438,1.9706,0.0731,2.8163,2.0659,0.7504,3.8071,2.1122,1.6949,4.3346,2.0458,2.2888,4.2746,2.0812,2.1934,2.8163,2.8163,0.7504,0.7504,3.8071,3.8071,1.6949,1.6949,4.3346,4.3346,2.2888,2.2888,4.2746,4.2746,2.1934,2.1934
2026-08,forecast,1.0000,,0.7732,0.7732,0.7732,,77.3,77.3,77.3,1.5682,1.5009,0.0674,2.0964,2.0233,0.0731,2.8163,2.0659,0.7504,3.8071,2.1122,1.6949,4.3346,2.0458,2.2888,4.2746,2.0812,2.1934,2.8163,2.8163,0.7504,0.7504,3.8071,3.8071,1.6949,1.6949,4.3346,4.3346,2.2888,2.2888,4.2746,4.2746,2.1934,2.1934
2026-09,forecast,1.0000,,0.9228,0.9932,0.8523,,92.3,99.3,85.2,1.6042,1.5369,0.0674,2.1520,2.0493,0.1027,2.9033,2.0951,0.8081,3.8706,2.1338,1.7369,4.3895,2.0624,2.3270,4.3247,2.0945,2.2302,2.9191,2.8874,0.8239,0.7923,3.8904,3.8509,1.7566,1.7171,4.4075,4.3715,2.3451,2.3090,4.3420,4.3074,2.2475,2.2129
2026-10,forecast,1.2500,,1.0724,1.2132,0.9315,,107.2,121.3,93.2,1.6492,1.5819,0.0674,2.2141,2.0818,0.1323,2.9975,2.1317,0.8658,3.9395,2.1607,1.7788,4.4485,2.0832,2.3653,4.3780,2.1111,2.2669,3.0292,2.9659,0.8974,0.8342,3.9790,3.9001,1.8183,1.7393,4.4845,4.4125,2.4013,2.3293,4.4127,4.3434,2.3015,2.2323
2026-11,forecast,1.2500,,1.2220,1.4333,1.0107,,122.2,143.3,101.1,1.6672,1.5999,0.0674,2.2567,2.0948,0.1619,3.0699,2.1464,0.9235,3.9923,2.1716,1.8207,4.4952,2.0916,2.4036,4.4215,2.1178,2.3037,3.1173,3.0224,0.9710,0.8760,4.0516,3.9331,1.8800,1.7615,4.5492,4.4411,2.4576,2.3495,4.4735,4.3696,2.3556,2.2518
